competitionId,date,status,homeTeamId,awayTeamId,goalsHomeTeam,goalsAwayTeam
373,1982-06-16T22:00:00Z,FINISHED,822,831,1,1
373,1982-06-16T22:00:00Z,FINISHED,767,816,0,1
373,1982-06-17T22:00:00Z,FINISHED,784,832,1,1
373,1982-06-17T22:00:00Z,FINISHED,762,827,4,1
373,1982-06-17T22:00:00Z,FINISHED,764,814,4,1
373,1982-06-18T22:00:00Z,FINISHED,823,783,3,0
373,1982-06-18T22:00:00Z,FINISHED,794,781,0,0
373,1982-06-18T22:00:00Z,FINISHED,805,830,1,0
373,1982-06-19T22:00:00Z,FINISHED,770,822,2,0
373,1982-06-19T22:00:00Z,FINISHED,760,812,2,1
373,1982-06-19T22:00:00Z,FINISHED,821,767,4,1
373,1982-06-20T22:00:00Z,FINISHED,778,816,0,2
373,1982-06-20T22:00:00Z,FINISHED,773,831,4,1
373,1982-06-20T22:00:00Z,FINISHED,789,829,1,1
373,1982-06-21T22:00:00Z,FINISHED,794,832,5,1
373,1982-06-21T22:00:00Z,FINISHED,805,827,1,1
373,1982-06-21T22:00:00Z,FINISHED,823,814,2,2
373,1982-06-22T22:00:00Z,FINISHED,784,781,1,1
373,1982-06-22T22:00:00Z,FINISHED,762,830,2,0
373,1982-06-22T22:00:00Z,FINISHED,764,783,4,0
373,1982-06-23T22:00:00Z,FINISHED,789,812,0,1
373,1982-06-23T22:00:00Z,FINISHED,773,822,1,1
373,1982-06-23T22:00:00Z,FINISHED,778,767,3,2
373,1982-06-24T22:00:00Z,FINISHED,829,760,1,0
373,1982-06-24T22:00:00Z,FINISHED,821,816,1,0
373,1982-06-24T22:00:00Z,FINISHED,770,831,1,0
373,1982-06-27T22:00:00Z,FINISHED,816,773,0,1
373,1982-06-27T22:00:00Z,FINISHED,794,805,3,0
373,1982-06-28T22:00:00Z,FINISHED,784,762,2,1
373,1982-06-28T22:00:00Z,FINISHED,821,770,0,0
373,1982-06-30T22:00:00Z,FINISHED,805,823,0,1
373,1982-06-30T22:00:00Z,FINISHED,816,829,2,2
373,1982-07-01T22:00:00Z,FINISHED,762,764,1,3
373,1982-07-01T22:00:00Z,FINISHED,821,760,2,1
373,1982-07-03T22:00:00Z,FINISHED,773,829,4,1
373,1982-07-03T22:00:00Z,FINISHED,794,823,0,0
373,1982-07-04T22:00:00Z,FINISHED,760,770,0,0
373,1982-07-04T22:00:00Z,FINISHED,784,764,3,2
